Industry,Occupation,Person,Year,Content,Type,Source
Hollywood,Producer,Harvey Weinstein,2003,"After making eye contact with Weinstein at a party hosted by Vogue editor Anna Wintour, model Trish Goff was invited to have lunch with Weinstein at the Tribeca Grill. While dining in a private room, he allegedly groped and attempted to kiss her, not relenting until Goff escaped into the public dining area.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2004,"Despite Ashley (Anderson) Matthauâ€™s protests that she was engaged, Weinstein allegedly brought the Dirty Dancing: Havana Nights dancer to his Puerto Rico hotel room, fondled her breasts, then straddled and masturbated on her. Prior to the encounter, Matthau says she told the production team of her worry about Weinsteinâ€™s pushy invitations, but no one offered guidance. Afterward, Weinsteinâ€™s legal team told Matthau, â€œWeâ€™ll drag you through the mud by your hairâ€ù if she went public, so she ultimately signed a settlement of more than $100,000.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2004,"Aspiring actress Lucia Stoller (now Lucia Evans), then a rising senior at Middlebury College, was allegedly made to perform oral sex on Weinstein during a daytime meeting at Miramaxâ€™s Tribeca office. After the incident, Weinstein continued to call her late at night.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2004,"Weinstein allegedly moved a public meeting with Katya Mtsitouridze, a prominent figure in the Russian film industry, to his Venice hotel room, greeted her in a bathrobe, and suggested a massage. A decade later, she ran into the producer, who she says told her, ""Don't even think about saying anything.""",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2005,"After meeting Lena Headey at the Cannes Film Festival, Weinstein allegedly propositioned the English actress. She refused him and has not appeared in another Miramax film since. Years later, the Game of Thrones actress says the producer invited her to his hotel room in L.A. When she made clear to him in the elevator that the meeting was to be strictly professional, Weinstein became enraged and warned her to tell no one.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2005,"Weinstein placed his hand on actress Connie Nielsenâ€™s thigh at a dinner celebrating the opening night of The Great Raid, Nielsen wrote in Variety. She had previously warned co-stars to stay away from the producer.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2006,"Allegedly, after several previous advances, Weinstein invited a production assistant, Mimi Haleyi, to his New York City home and â€œorally forced himself on me while I was on my period.""",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2007,"Weinstein allegedly groped Brazilian model Juliana De Paula and forced her to kiss other models, then followed her around naked as she tried to leave his New York City apartment.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2007,"When New York journalist Lauren Sivan dodged an unwanted kiss, Weinstein allegedly masturbated in front of her at the Cafe Socialista restaurant.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2008,"During at pitch meeting in his hotel room at Sundance Film Festival in Park City, Utah, Weinstein allegedly exposed himself to screenwriter and actress Louisette Geiss and entreated her to watch him masturbate in the nearby hot tub.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2008,"Weinstein allegedly showed up to actress and model Natassia Maltheâ€™s London hotel room and raped her. At a later meeting, Malthe said, he tried to initiate a threesome.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2008,"Weinstein interviewed a potential babysitter, actress and writer Sarah Ann Masse, while in his boxers and undershirt at his Connecticut home. He allegedly ended the meetingâ€”during which he made his children leave the roomâ€”with an uncomfortably long hug and told Masse, â€œI love you.â€ù She ultimately didn't get the job.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2010,"After Vietnamese actress and model Vu Thu Phuongâ€™s scenes were cut from one of his films, Weinstein, wearing only a towel, allegedly offered to teach actress how to perform sex scenes, as his upcoming movies required them. Phuong turned him down, and the episode discouraged her from further pursuing acting.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2010,"Weinstein allegedly revealed himself and demanded sex from French actress Emma de Caunes after a lunch meeting. Later that day, he called repeatedly and offered her gifts.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2010,"At a dinner in the Peninsula Hotel with director Lina Esco, Weinstein allegedly pressured Esco for a kiss; she refused repeatedly. Later, he helped her secure an editor for her film Free the Nipple.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2010,"Weinstein offered masseuse Juls Bindi a book deal, then at a later appointment, allegedly masturbated before her and groped her breasts.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2010,Allegedly Weinstein forcibly performed oral sex on and then masturbated in front of actress and model Dominique Huett at a meeting in the Peninsula Hotel. Huett has now sued the Weinstein Company for its negligence in failing to protect her from Weinsteinâ€™s assault.,Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2011,"Weinstein allegedly pressured actress Jessica Barth to give him a naked massage at the Peninsula Hotel. She rejected his advances. As Barth left, he gave her the contact information of a female executive to appease her.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2011,"While attending the Asian Film Awards in Hong Kong, the producer allegedly asked Singaporean actress Caitanya Tan to read scripts in his hotel room. When she replied that felt uncomfortable going to his room, Weinstein said, â€œDo you know who I am? Do you know how I can make you very famous?â€ù",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2011,"Weinstein allegedly groped Lacey Dorn, an aspiring filmmaker whoâ€™d recently graduated from Stanford, at a Halloween party at the Gramercy Park Hotel. Dornâ€™s friends dismissed the unwanted contact as a â€œrite of passageâ€ù in the industry.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2011,"Weinstein allegedly asked to massage actress Lupita Nyongâ€™o, then a student at the Yale School of Drama, while hosting a screening at his Connecticut home. The actress offered to massage him instead, then made a quick exit when he moved to remove his pants. Weinstein and Nyongâ€™o met professionally again, and in an op-ed in the New York Times, the actress writes that he tried to move a lunch at the Tribeca Grill to a private room and noted how heâ€™d helped other actressâ€™ careers. Nyongâ€™o refuted his advances and vowed never to act in a Weinstein movie.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2010,"After a meeting with a director about a potential upcoming role, Weinstein allegedly asked actress Cara Delevingne, who is bisexual, to kiss a woman in his hotel room and, as Delevingne left, attempted to kiss the actress himself. Delevingne ultimately got the part.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2013,"An anonymous Italian model-actress says that Weinstein unexpectedly showed up to her hotel, the Mr. C Beverly Hills, grabbed her hair, and allegedly raped her. The anonymous woman, now 38, reported the incident to the Los Angeles Police Department on October 19, 2017.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2013,Weinstein allegedly propositioned actress Amber Anderson and tried to move her hand to touch him inappropriately. He also warned her that telling others of the private meeting would affect her â€œopportunities.â€ù,Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2013,"After a tea with Weinstein at the Peninsula Hotel, actress and comic Chelsea Skidmore alleges Weinstein requested a massage and, when she turned him down, masturbated in front of her. At three meetings over the next three years, Weinstein exposed himself or pushed Skidmore to â€œget physical,â€ù in the words of a Washington Post article, with other women.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2014,"Weinstein allegedly asked writer and actress Brit Marling to shower with him during a meeting in his hotel room, Marling wrote in the Los Angeles Times.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2014,"Weinstein allegedly propositioned temporary front-desk assistant Emily Nestor repeatedly in a breakfast meeting her second day of work. A friend alerted human resources, but Nestor didnâ€™t push the complaint further and ultimately decided not to go into the entertainment industry.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2015,"Weinstein allegedly groped Italian model Ambra Battilana Gutierrez at what was supposed to be a business meeting at his office. Battilana Gutierrez reported the assault to the New York Police Department and extracted a taped admission of Weinsteinâ€™s behavior, but the Manhattan district attorneyâ€™s office ultimately decided not to file charges. Weinstein later reached a settlement with the model.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,2015,"Lauren Oâ€™Connor, then 28, wrote a memo to company executives about Weinsteinâ€™s actions creating a â€œtoxic environment for womenâ€ù and her experience of feeling â€œsexualized and diminished.â€ù Weinstein made a settlement with her before the board could hire a lawyer to investigate.",Allegation,http://www.slate.com/blogs/the_slatest/2017/10/10/a_list_of_sexual_assault_and_harassment_allegations_against_harvey_weinstein.html
Hollywood,Producer,Harvey Weinstein,1988,"Harvey Weinstein and Miramax gained wider attention in 1988 with the release of Errol Morris' documentary The Thin Blue Line, which detailed the struggle of Randall Adams, a wrongfully convicted inmate sentenced to death row. The publicity that soon surrounded the case resulted in Adams' release and nationwide publicity for Miramax.",Achievement,
Hollywood,Producer,Harvey Weinstein,1989,"In 1989, their successful launch release of Steven Soderbergh's Sex, Lies, and Videotape propelled Miramax to become the most successful independent studio in America.",Achievement,
Hollywood,Producer,Harvey Weinstein,1993,"in 1993, after the success of The Crying Game, Disney offered the Weinsteins $80 million for ownership of Miramax.",Achievement,
Hollywood,Producer,Harvey Weinstein,1995,"Pulp Fiction, produced by Miramax, nomianted for the Academy Award for Best Picture.",Achievement,
Hollywood,Producer,Harvey Weinstein,1997,Miramax won its first Academy Award for Best Picture in 1997 with the victory of The English Patient.,Achievement,
Hollywood,Producer,Harvey Weinstein,1997,Good Will Hunting.,Achievement,
Hollywood,Producer,Harvey Weinstein,1998,Produced Shakespeare in Love: Academy Award for Best Picture.,Achievement,
Hollywood,Producer,Harvey Weinstein,2005,"The Weinstein brothers left Miramax on September 30, 2005, to form their own production company, The Weinstein Company, with several other media executives, directors Quentin Tarantinoand Robert Rodriguez, and Colin Vaines, who had successfully run the production department at Miramax for ten years.",Achievement,
Hollywood,Producer,Harvey Weinstein,2012,"In 2012, he hosted an election fundraiser for President Obama at his home in Westport, Connecticut.",Achievement,
Hollywood,Producer,Harvey Weinstein,2000,"Produced Gangs of New York, which was nominated for the Academy Award for Best Picture. ",Achievement,
Hollywood,Producer,Harvey Weinstein,2009,"Produced Nine, which was nominated for the Golden Globe Award for Best Motion Picture - Musical or Comedy.",Achievement,
Hollywood,Producer,Harvey Weinstein,2011,"Produced My Week with Marilyn, which was nominated for the Golden Globe Award for Best Motion Picture - Musical or Comedy.",Achievement,
Hollywood,Producer,Harvey Weinstein,1992,Executive producer of Reservoir Dogs.,Achievement,
Hollywood,Producer,Harvey Weinstein,1996,Executive producer of Scream.,Achievement,
Hollywood,Producer,Harvey Weinstein,1997,Executive producer of Airbud.,Achievement,
Hollywood,Producer,Harvey Weinstein,2000,Executive producer of Scary Movie.,Achievement,
Hollywood,Producer,Harvey Weinstein,2001,Executive producer of The Lord of the Rings: The Fellowship of the Ring.,Achievement,
Hollywood,Producer,Harvey Weinstein,2002,Executive producer of Chicago.,Achievement,
Hollywood,Producer,Harvey Weinstein,2003,Executive producer of Kill Bill.,Achievement,
Hollywood,Producer,Harvey Weinstein,2004,"Executive producer of The Aviator, starring Leonardo Di Caprio.",Achievement,
Hollywood,Producer,Harvey Weinstein,2008,Executive producer of Rambo.,Achievement,
Hollywood,Producer,Harvey Weinstein,2009,Executive producer of Ingloruous Basterds.,Achievement,
Hollywood,Producer,Harvey Weinstein,2010,Executive producer of The King's Speech.,Achievement,
Hollywood,Producer,Harvey Weinstein,2011,Executive producer of The Artist.,Achievement,
Hollywood,Producer,Harvey Weinstein,2012,Executive producer of Lee Daniels' The Butler.,Achievement,
Hollywood,Producer,Harvey Weinstein,2015,Executive producer of THe Hateful Eight.,Achievement,
Hollywood,Producer,Harvey Weinstein,2017,He was fired from his company and expelled from the Academy of Motion Picture Arts and Sciences.,Outcome,
Hollywood,Comedian,Louis C.K.,2002,"A Chicago comedy duo, Dana Min Goodman and Julia Wolov. Louis C.K. asked if he could take out his penis, the women said. They thought it was a joke and laughed it off. â€œAnd then he really did it,â€ù Ms. Goodman said in an interview with The New York Times. â€œHe proceeded to take all of his clothes off, and get completely naked, and started masturbating.â€ù",Allegation,https://www.nytimes.com/2017/11/09/arts/television/louis-ck-sexual-misconduct.html?smid=tw-nytimesarts&smtyp=cur
Hollywood,Comedian,Louis C.K.,2003,"Abby Schachner called Louis C.K. to invite him to one of her shows, and during the phone conversation, she said, she could hear him masturbating as they spoke.",Allegation,https://www.nytimes.com/2017/11/09/arts/television/louis-ck-sexual-misconduct.html?smid=tw-nytimesarts&smtyp=cur
Hollywood,Comedian,Louis C.K.,2003,"Another comedian, Rebecca Corry, said that while she was appearing with Louis C.K. on a television pilot in 2005, he asked if he could masturbate in front of her. She declined.",Allegation,https://www.nytimes.com/2017/11/09/arts/television/louis-ck-sexual-misconduct.html?smid=tw-nytimesarts&smtyp=cur
Hollywood,Comedian,Louis C.K.,1998,"A fifth woman, who spoke on condition of anonymity to protect her familyâ€™s privacy because she has not been publicly linked to the incident with Louis C.K., also has disturbing memories about an incident with the comedian. In the late â€™90s, she was working in production at â€œThe Chris Rock Showâ€ù when Louis C.K., a writer and producer there, repeatedly asked her to watch him masturbate, she said. She was in her early 20s and went along with his request, but later questioned his behavior.",Allegation,https://www.nytimes.com/2017/11/09/arts/television/louis-ck-sexual-misconduct.html?smid=tw-nytimesarts&smtyp=cur
Hollywood,Comedian,Louis C.K.,1998,"He directed his first feature, Tomorrow Night, which premiered at the Sundance Film Festival. ",Achievement,
Hollywood,Comedian,Louis C.K.,2001,"He released his debut comedy album, Live in Houston. ",Achievement,
Hollywood,Comedian,Louis C.K.,2001,"C.K. wrote and directed the feature film Pootie Tang (2001), which was adapted from a sketch that was featured on The Chris Rock Show and featured Chris Rock in a supporting role. The film received largely negative reviews from critics, but has become a cult classic.",Achievement,
Hollywood,Comedian,Louis C.K.,2005,"In August 2005, C.K. starred in a half-hour HBO special as part of the stand-up series One Night Stand.",Achievement,
Hollywood,Comedian,Louis C.K.,2009,"FX picked up C.K.'s series Louie in August 2009, which C.K. stars in, writes, directs, and edits. The show, features stand-up routines blended with segments partially based on his offstage experiences which address his life as a divorced, aging father.",Achievement,
Hollywood,Comedian,Louis C.K.,2017,"His 2017 film, I Love You, Daddy, was pulled from distribution prior to its scheduled release date after multiple women accused him of sexual harassment.",Outcome,
Hollywood,Producer,Brett Ratner,2017,"In late October 2017, a former talent agency employee accused Ratner of rape",Allegation,https://www.theguardian.com/film/2017/nov/02/director-brett-ratner-rape-accusations-sexual-harassment-claims
Hollywood,Producer,Brett Ratner,2008,"Journalist Danielle Berrin described being repeatedly sexually harassed by Ratner while writing an interview on him in 2008, which she had reported in a cover story in The Jewish Journal at the time,[44] as well as in a follow-up article for The Jewish Journal in 2011.[45]",Allegation,http://jewishjournal.com/newspulse/97928
Hollywood,Producer,Brett Ratner,2007,"Actress Sarah Shahi stated that on multiple occasions during filming of Rush Hour 3(2007), Ratner thrust his groin against her and made graphic sexual comments",Allegation,https://www.hollywoodreporter.com/news/greys-anatomy-boss-krista-vernoff-offers-point-by-point-rebuttal-brett-ratners-assault-claim-denials-1060772
Hollywood,Producer,Brett Ratner,1992,"Natasha Henstridge was watching a movie on Brett Ratnerâ€™s couch when she fell asleep. She was a 19-year-old fashion model; he was an up-and-coming music video director in his early 20s. They had been hanging out in front of the TV with friends at his New York apartment. But when Henstridge woke up, the others had left. She was alone with Ratner. She got up to leave, Henstridge said, but he blocked the doorway with his body and wouldnâ€™t budge. He began touching himself, she said, then forced her to perform oral sex.",Allegation,http://www.latimes.com/business/hollywood/la-fi-ct-brett-ratner-allegations-20171101-htmlstory.html
Hollywood,Producer,Brett Ratner,2004,"Olivia Munn said that while visiting the set of the 2004 Ratner-directed â€œAfter the Sunsetâ€ù when she was still an aspiring actress, he masturbated in front of her in his trailer when she went to deliver a meal. Munn wrote about the incident in her 2010 collection of essays without naming Ratner. On a television show a year later, Ratner identified himself as the director, and claimed that he had â€œbangedâ€ù her, something he later said was not true. The same year her book was published, Munn ran into Ratner at a party thrown by Creative Artists Agency and he boasted of ejaculating on magazine covers featuring her image, she told The Times.",Allegation,http://www.latimes.com/business/hollywood/la-fi-ct-brett-ratner-allegations-20171101-htmlstory.html
Hollywood,Producer,Brett Ratner,1998,"Reached his first commerical success directing the action-comedy Rush Hour (1998), starring Jackie Chan and Chris Tucker, both of whom reunited with Ratner for two sequels.",Achievement,
Hollywood,Producer,Brett Ratner,2005,Ratner directed a Super Bowl ad for Wynn Las Vegas featuring Steve Wynn.,Achievement,
Hollywood,Producer,Brett Ratner,2011,He directed the ensemble comedy caper Tower Heist.,Achievement,
Hollywood,Producer,Brett Ratner,2010,"He executive produced the 2010 documentary film, Catfish.",Achievement,
Hollywood,Producer,Brett Ratner,2017,"Ratner received a star on the Hollywood Walk of Fame for his contributions to the motion picture industry, located at 6801 Hollywood Boulevard.",Achievement,
Hollywood,Producer,Brett Ratner,2008,"In May 2008, it was announced that Ratner would be directing the long in-development Beverly Hills Cop IV.",Achievement,
Hollywood,Producer,Brett Ratner,2005,He directed the pilot episode of Prison Break.,Achievement,
Hollywood,Producer,Brett Ratner,2006,Ratner directed X-Men: The Last Stand.,Achievement,
Hollywood,Producer,Brett Ratner,2008,He executive produced the heist stama film (which also starred Kevin Spacey).,Achievement,
Hollywood,Producer,Brett Ratner,2015,"He executive produced The Revenant, ",Achievement,
Hollywood,Producer,Brett Ratner,2017,The numerous sexual assault and harassment allegations led to a severance of ties between Ratner and Warner Bros.,Outcome,
Hollywood,Television Journalist,Charlie Rose,2007,"Reah Bravo was an intern and then associate producer for Roseâ€™s PBS show beginning in 2007. In interviews, she described unwanted sexual advances while working for Rose at his private waterfront estate in Bellport, N.Y., and while traveling with him in cars, in a hotel suite and on a private plane.",Allegation,https://www.washingtonpost.com/investigations/eight-women-say-charlie-rose-sexually-harassed-them--with-nudity-groping-and-lewd-calls/2017/11/20/9b168de8-caec-11e7-8321-481fd63f174d_story.html?utm_term=.c9c864ac34c9
Hollywood,Television Journalist,Charlie Rose,2004,"Kyle Godfrey-Ryan, one of Roseâ€™s assistants in the mid-2000s, recalled at least a dozen instances where Rose walked nude in front of her while she worked in one of his New York City homes. He also repeatedly called the then-21-year-old late at night or early in the morning to describe his fantasies of her swimming naked in the Bellport pool as he watched from his bedroom, she said.",Allegation,https://www.washingtonpost.com/investigations/eight-women-say-charlie-rose-sexually-harassed-them--with-nudity-groping-and-lewd-calls/2017/11/20/9b168de8-caec-11e7-8321-481fd63f174d_story.html?utm_term=.c9c864ac34c9
Hollywood,Television Journalist,Charlie Rose,2005,"Megan Creydt worked as a coordinator on the show from 2005 to 2006, overlapping with Godfrey-Ryan. â€œIt was quite early in working there that he put his hand on my mid-thigh,â€ù said Creydt, who agreed to be interviewed on the record to support other women who were coming forward with what she deemed to be more serious claims concerning Rose.",Allegation,https://www.washingtonpost.com/investigations/eight-women-say-charlie-rose-sexually-harassed-them--with-nudity-groping-and-lewd-calls/2017/11/20/9b168de8-caec-11e7-8321-481fd63f174d_story.html?utm_term=.c9c864ac34c9
Hollywood,Television Journalist,Charlie Rose,2010,"A woman then in her 30s who was at the Bellport home in 2010 to discuss a job opportunity said Rose appeared before her in an untethered bathrobe, naked underneath. She said he subsequently attempted to put his hands down her pants. She said she pushed his hands away and wept throughout the encounter.",Allegation,https://www.washingtonpost.com/investigations/eight-women-say-charlie-rose-sexually-harassed-them--with-nudity-groping-and-lewd-calls/2017/11/20/9b168de8-caec-11e7-8321-481fd63f174d_story.html?utm_term=.c9c864ac34c9
Hollywood,Television Journalist,Charlie Rose,1999,"A woman who began as an intern in the late 1990s and was later hired full time described a â€œritualâ€ù of young women at the show being summoned by Rose to his Manhattan apartment to work at a desk there. The woman described a day when Rose went into the bathroom, left the door open and turned on the shower.",Allegation,https://www.washingtonpost.com/investigations/eight-women-say-charlie-rose-sexually-harassed-them--with-nudity-groping-and-lewd-calls/2017/11/20/9b168de8-caec-11e7-8321-481fd63f174d_story.html?utm_term=.c9c864ac34c9
Hollywood,Television Journalist,Charlie Rose,2002,"Another woman said that during her internship in the early 2000s, Rose groped her breasts and stomach as she drove him from Bellport back to Manhattan. Her then-boyfriend, now husband, confirmed that she described the incident to him immediately after it occurred. When Rose invited her to work regularly and stay overnight at Bellport, her boyfriend told her to refuse the offer, and she did, both told The Post.",Allegation,https://www.washingtonpost.com/investigations/eight-women-say-charlie-rose-sexually-harassed-them--with-nudity-groping-and-lewd-calls/2017/11/20/9b168de8-caec-11e7-8321-481fd63f174d_story.html?utm_term=.c9c864ac34c9
Hollywood,Television Journalist,Charlie Rose,1993,"His show, Charlie Rose, began being nationally syndicated on PBS.",Achievement,
Hollywood,Television Journalist,Charlie Rose,1999,He began being a correspondent for 60 Minutes. ,Achievement,
Hollywood,Television Journalist,Charlie Rose,2012,"He returned to CBS to help anchor CBS This Morning, replacing The Early Show, commencing January 9, 2012, along with co-anchors Gayle King and Erica Hill.",Achievement,
Hollywood,Television Journalist,Charlie Rose,2013,"He interviewed Syrian President Bashar Al-Assad, for which he won a second Peabody Award.",Achievement,
Hollywood,Television Journalist,Charlie Rose,2013,He interviewed US President Barack Obama and First Lady Michelle Obama.,Achievement,
Hollywood,Television Journalist,Charlie Rose,2015,He interviewed Russian President Vladmir Putin.,Achievement,
Hollywood,Television Journalist,Charlie Rose,2017,Rose appeared as himself on a 2017 episode of House of Cards.,Achievement,
Hollywood,Television Journalist,Charlie Rose,2015,He was awarded the Walter Cronkite Award for Excellence in Journalism (now rescinded).,Achievement,
Hollywood,Television Journalist,Charlie Rose,2017,"Resulted in the termination of his employment at CBS, and the cancellation of his eponymous show Charlie Rose on PBS.",Outcome,
Hollywood,Journalist,Matt Lauer,2001,"A former employee, who told the Times Lauer had been making â€œinappropriate commentsâ€ù to her since she started as a Today producer in the late 1990s, alleges that in 2001, Lauer summoned her to his office to discuss a story during a workday. When she sat down, he allegedly locked the door and asked her to unbutton her shirt, which she did. She claims he then stepped out from behind his desk, pulled down her pants, bent her over a chair and had intercourse with her. She allegedly passed out with her pants halfway down and woke up on the floor of his office, and she claims Lauer had his assistant take her to a nurse, according to the Times.",Allegation,http://people.com/tv/matt-lauer-sexual-harassment-accusations-report/
Hollywood,Journalist,Matt Lauer,2006,"As TMZ previously reported, Lauer was caught on camera making lewd comments to Vieira, 63, in October 2006. At the time of the recording, Today went to commercial break, but a local affiliate remained on NBCâ€™s in-studio feed. Lauer sat on the couch as Vieira stood up while attaching a microphone to her shirt. As she grabbed papers from the table, Lauer told her, â€œPretty sweater. Keep bending over like that. Itâ€™s a nice view.â€ù",Allegation,http://people.com/tv/matt-lauer-sexual-harassment-accusations-report/
Hollywood,Journalist,Matt Lauer,2014,"Alleged inapporpriate sexual behavior throughout 2014, including at the Winter Olympics in Sochi, Russia.",Allegation,http://people.com/tv/matt-lauer-alleged-inappropriate-sexual-behavior-sochi/
Hollywood,Journalist,Matt Lauer,2008,He co-hosted the opening ceremony of the 2008 Summer Olympics.,Achievement,
Hollywood,Journalist,Matt Lauer,2010,He co-hosted the opening ceremony of the 2010 Winter Olympics.,Achievement,
Hollywood,Journalist,Matt Lauer,2012,He co-hosted the opening ceremony of the 2012 Summer Olympics.,Achievement,
Hollywood,Journalist,Matt Lauer,2014,He co-hosted the opening ceremony of the 2014 Winter Olympics.,Achievement,
Hollywood,Journalist,Matt Lauer,2016,He co-hosted the opening ceremony of the 2016 Summer Olympics.,Achievement,
Hollywood,Journalist,Matt Lauer,2016,Lauer conducted separate 30-minute interviews with presidential candidates Hillary Clinton and Donald Trump.,Achievement,
Hollywood,Journalist,Matt Lauer,2006,He hosted the Macy's Thanksgiving Day Parade.,Achievement,
Hollywood,Journalist,Matt Lauer,2017,"NBC Chairman Andrew Lack terminated Lauer after an unidentified employee, one of Lauer's subordinates, complained that he had engaged in inappropriate sexual behavior with her beginning in 2014.",Outcome,
Washington,Politician,Roy Moore,1979,"Leigh Corfman, who said that Moore initiated a sexual encounter with her in 1979, when she was 14 and he was 32 years old.[17] Corfman said that Moore met her and her mother in the hallway of the county courthouse, where Moore was working as an assistant district attorney, and offered to sit with Corfman while her mother went into a courtroom to testify.[17] Corfman said that during that discussion he asked for her phone number which she gave him, they later went on two dates, for each date he picked her up in his car around the corner from her house and drove her to his house, and on the first date he ""told her how pretty she was and kissed her"". On a second date, Moore allegedly ""took off her shirt and pants and removed his clothes ... touched her over her bra and underpants ... and guided her hand to touch him over his underwear"".[17]",Allegation,https://www.washingtonpost.com/investigations/woman-says-roy-moore-initiated-sexual-encounter-when-she-was-14-he-was-32/2017/11/09/1f495878-c293-11e7-afe9-4f60b5a6c4a0_story.html
Washington,Politician,Roy Moore,1977,"Beverly Young Nelson was 16 Moore sexually assaulted her. Nelson accepted a ride from Moore after she finished work because she ""trusted him because he was the District Attorney"". She said that Moore stopped the car, began groping her and then tried to force her head into his crotch. She said that when she fought him off, he eventually gave up, but told her, ""You're just a child, I'm the district attorney; if you tell anyone about this no one will ever believe you.""",Allegation,https://www.cbsnews.com/live-news/new-accuser-steps-forward-in-roy-moore-case-live-updates/
